trade_id,trend,momentum,volume,volatility,structure,execution,consistency,probability,expected_return,expected_loss,expected_value,realized_return,pnl
T188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7442011982138681,150.0,-100.0,86.05029955346701,185.38759677277378,185.38759677277378
T189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5360725686149814,150.0,-100.0,34.01814215374536,-116.87400327682803,-116.87400327682803
T190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8586567877311214,150.0,-100.0,114.66419693278036,146.2783285449977,146.2783285449977
T191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8364729179382042,150.0,-100.0,109.11822948455105,181.0336048775339,181.0336048775339
T192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7461382822589262,150.0,-100.0,86.53457056473155,-102.10497134375942,-102.10497134375942
T193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8720296698433067,150.0,-100.0,118.00741746082664,66.95195332420043,66.95195332420043
T194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4902876725636668,150.0,-100.0,22.571918140916694,-132.43169621224786,-132.43169621224786
T195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8721332445567169,150.0,-100.0,118.03331113917925,202.6576426666452,202.6576426666452
T196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5595502366216278,150.0,-100.0,39.88755915540696,-97.1163766917705,-97.1163766917705
T197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4384766008146046,150.0,-100.0,9.619150203651145,-113.86825866115127,-113.86825866115127
T198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4326781703994712,150.0,-100.0,8.169542599867796,222.34889421768665,222.34889421768665
T199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8429888741180935,150.0,-100.0,110.7472185295234,159.82773882557873,159.82773882557873
T200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835049436950465,150.0,-100.0,108.76235923761624,154.1141994637712,154.1141994637712
T201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8989670552666688,150.0,-100.0,124.74176381666719,203.27401875326757,203.27401875326757
T202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399378101519544,150.0,-100.0,59.9844525379886,127.7248739299614,127.7248739299614
T203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5193885728841512,150.0,-100.0,29.847143221037797,222.66922385588504,222.66922385588504
T204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5481540602279951,150.0,-100.0,37.03851505699876,148.26575563066095,148.26575563066095
T205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5091269439325321,150.0,-100.0,27.281735983133025,-92.97355802390437,-92.97355802390437
T206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6087903878924642,150.0,-100.0,52.19759697311605,-101.48391128957299,-101.48391128957299
T207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8955843130684883,150.0,-100.0,123.89607826712208,183.7409746083302,183.7409746083302
T208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7038683974394295,150.0,-100.0,75.96709935985739,118.1130007874342,118.1130007874342
T209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7897922367833767,150.0,-100.0,97.44805919584418,123.45015224990911,123.45015224990911
T210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8418929424817129,150.0,-100.0,110.47323562042823,-57.38487256030435,-57.38487256030435
T211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8079165624953089,150.0,-100.0,101.97914062382722,121.46268531252619,121.46268531252619
T212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6964699674208517,150.0,-100.0,74.11749185521292,119.36056547578069,119.36056547578069
T213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8310638086327253,150.0,-100.0,107.76595215818134,130.6149220032008,130.6149220032008
T214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4434933799557051,150.0,-100.0,10.87334498892627,81.03403859927364,81.03403859927364
T215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440523107953824,150.0,-100.0,10.130776988455992,113.45349800290404,113.45349800290404
T216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8256034570243844,150.0,-100.0,106.4008642560961,276.3466212936811,276.3466212936811
T217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7390080762795318,150.0,-100.0,84.75201906988295,123.45656135398397,123.45656135398397
T218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7987130108034641,150.0,-100.0,99.67825270086603,191.0241090598682,191.0241090598682
T219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7093056891075922,150.0,-100.0,77.32642227689804,-84.78177906678107,-84.78177906678107
T220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835921763872616,150.0,-100.0,108.980440968154,141.64409598415727,141.64409598415727
T221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4803799480241541,150.0,-100.0,20.094987006038544,-95.59858940700032,-95.59858940700032
T222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4031929358584168,150.0,-100.0,0.7982339646042007,159.55495340099517,159.55495340099517
T223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170028515498057,150.0,-100.0,79.25071288745141,152.32182740780743,152.32182740780743
T224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.780513951251014,150.0,-100.0,95.12848781275349,145.2352233806524,145.2352233806524
T225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45125486399533965,150.0,-100.0,12.813715998834915,-91.62935422688983,-91.62935422688983
T226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5504817834734081,150.0,-100.0,37.62044586835204,-96.01090977559372,-96.01090977559372
T227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42287101690625645,150.0,-100.0,5.717754226564104,-121.0036244481752,-121.0036244481752
T228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7748259158714623,150.0,-100.0,93.70647896786558,228.27620146171702,228.27620146171702
T229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5368133331408329,150.0,-100.0,34.20333328520823,-101.97250783218963,-101.97250783218963
T230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4818119105958346,150.0,-100.0,20.452977648958658,-130.6369845139214,-130.6369845139214
T231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272556071405676,150.0,-100.0,81.8139017851419,185.41782236496766,185.41782236496766
T232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161674005213009,150.0,-100.0,54.04185013032522,-44.60089011857002,-44.60089011857002
T233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8919888239799141,150.0,-100.0,122.99720599497851,96.49576168369236,96.49576168369236
T234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5065523520125417,150.0,-100.0,26.638088003135415,87.42302879047779,87.42302879047779
T235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8840967139573609,150.0,-100.0,121.02417848934023,222.18823020366295,222.18823020366295
T236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.785460922322026,150.0,-100.0,96.3652305805065,-80.71831720397368,-80.71831720397368
T237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8604239239078435,150.0,-100.0,115.1059809769609,216.45762650662158,216.45762650662158
T238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45865409448119726,150.0,-100.0,14.663523620299316,116.18038489703652,116.18038489703652
T239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43210446853756707,150.0,-100.0,8.026117134391761,-45.971787012675534,-45.971787012675534
T240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5551809794617869,150.0,-100.0,38.795244865446726,127.38468403754617,127.38468403754617
T241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7474909430632712,150.0,-100.0,86.87273576581781,-172.7163797988687,-172.7163797988687
T242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6402534736289145,150.0,-100.0,60.06336840722862,149.81987304547158,149.81987304547158
T243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798243417434571,150.0,-100.0,69.95608543586425,92.08176554037286,92.08176554037286
T244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4439332495724167,150.0,-100.0,10.983312393104178,99.91899950525422,99.91899950525422
T245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002933495545415,150.0,-100.0,100.07333738863537,135.94498535570224,135.94498535570224
T246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7182151247718184,150.0,-100.0,79.5537811929546,152.9815184960087,152.9815184960087
T247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757043466066214,150.0,-100.0,89.26086651655349,-119.40810333116721,-119.40810333116721
T248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4400574231923376,150.0,-100.0,10.014355798084388,-60.47817803097023,-60.47817803097023
T249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6632013304680566,150.0,-100.0,65.80033261701416,-94.07201185922801,-94.07201185922801
T250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235516170050732,150.0,-100.0,30.88790425126831,133.982634590284,133.982634590284
T251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49105895784434966,150.0,-100.0,22.764739461087416,-87.2750216079425,-87.2750216079425
T252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6776817754688156,150.0,-100.0,69.4204438672039,-98.85989565495399,-98.85989565495399
T253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43609920448958794,150.0,-100.0,9.024801122396987,156.00156633591305,156.00156633591305
T254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8341362527041902,150.0,-100.0,108.53406317604755,125.8406768850313,125.8406768850313
T255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8938247818680289,150.0,-100.0,123.45619546700723,228.69933816450163,228.69933816450163
T256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6193077095947952,150.0,-100.0,54.8269273986988,-67.63957499706113,-67.63957499706113
T257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384138986175258,150.0,-100.0,34.60347465438144,-101.15525408502121,-101.15525408502121
T258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7114832917817414,150.0,-100.0,77.87082294543535,118.72186492452353,118.72186492452353
T259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489841554435121,150.0,-100.0,22.460388608780256,169.79017667187046,169.79017667187046
T260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8271925466847896,150.0,-100.0,106.7981366711974,177.1800077297216,177.1800077297216
T261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796166846998829,150.0,-100.0,44.904171174970735,-111.11842996258318,-111.11842996258318
T262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8847061611676438,150.0,-100.0,121.17654029191095,85.26592621395471,85.26592621395471
T263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8849105225392724,150.0,-100.0,121.22763063481808,208.04133936892597,208.04133936892597
T264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4848789525437704,150.0,-100.0,21.2197381359426,-70.1119954165858,-70.1119954165858
T265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708572493302015,150.0,-100.0,77.14312332550375,125.31217084193437,125.31217084193437
T266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4183357134667715,150.0,-100.0,4.583928366692881,-109.64905153652148,-109.64905153652148
T267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6926771821983762,150.0,-100.0,73.16929554959404,-37.69756049317478,-37.69756049317478
T268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5348748057584949,150.0,-100.0,33.71870143962373,186.381477181849,186.381477181849
T269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6260995141417176,150.0,-100.0,56.52487853542941,-98.44162342578102,-98.44162342578102
T270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42078642952519607,150.0,-100.0,5.1966073812990174,195.81638373512408,195.81638373512408
T271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6444232901284601,150.0,-100.0,61.10582253211502,-89.60534572306022,-89.60534572306022
T272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539649707955955,150.0,-100.0,38.491242698898866,-81.61678284812291,-81.61678284812291
T273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7363010591125632,150.0,-100.0,84.07526477814079,97.32922184131719,97.32922184131719
T274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7463129761130822,150.0,-100.0,86.57824402827056,-95.48743284569271,-95.48743284569271
T275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8344524922393591,150.0,-100.0,108.6131230598398,168.24805012331126,168.24805012331126
T276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7447633755157805,150.0,-100.0,86.19084387894513,181.93651110145925,181.93651110145925
T277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532965151539954,150.0,-100.0,13.324128788498847,-134.2901473819145,-134.2901473819145
T278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8885870921106587,150.0,-100.0,122.14677302766466,166.06786077251365,166.06786077251365
T279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839257780650674,150.0,-100.0,109.8144451626685,171.09603771176424,171.09603771176424
T280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8039229709706293,150.0,-100.0,100.98074274265731,135.1218248320004,135.1218248320004
T281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6722445489804247,150.0,-100.0,68.06113724510618,218.78534066558097,218.78534066558097
T282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5980863458046277,150.0,-100.0,49.52158645115693,-129.7417704836892,-129.7417704836892
T283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5136348136315758,150.0,-100.0,28.40870340789396,42.330494319814264,42.330494319814264
T284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7097451730048072,150.0,-100.0,77.43629325120179,199.0882743495797,199.0882743495797
T285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41282103290321787,150.0,-100.0,3.2052582258044566,133.75843082456888,133.75843082456888
T286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6900861846136661,150.0,-100.0,72.52154615341652,219.2136409255259,219.2136409255259
T287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8777618479774674,150.0,-100.0,119.44046199436684,178.195456002618,178.195456002618
T288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7237373570773016,150.0,-100.0,80.9343392693254,-96.87396688144372,-96.87396688144372
T289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5758113436198172,150.0,-100.0,43.95283590495431,146.8703436050239,146.8703436050239
T290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5424364509809614,150.0,-100.0,35.60911274524035,158.99470755767393,158.99470755767393
T291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7580753371115968,150.0,-100.0,89.5188342778992,219.60011431722995,219.60011431722995
T292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4905746747673402,150.0,-100.0,22.643668691835046,-96.83873481562121,-96.83873481562121
T293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6836561098144518,150.0,-100.0,70.91402745361296,83.29872525408977,83.29872525408977
T294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8029962748875791,150.0,-100.0,100.74906872189477,156.26122513239537,156.26122513239537
T295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095944297133951,150.0,-100.0,102.39860742834878,-112.88216623375759,-112.88216623375759
T296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7054904944254958,150.0,-100.0,76.37262360637396,87.80683823043574,87.80683823043574
T297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8113071592568393,150.0,-100.0,102.82678981420982,115.35474011020463,115.35474011020463
T298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7119296623382865,150.0,-100.0,77.98241558457161,90.62007904852436,90.62007904852436
T299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083699000453878,150.0,-100.0,27.092475011346956,165.49103551135138,165.49103551135138
T300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7035470180443903,150.0,-100.0,75.88675451109758,122.12541074960832,122.12541074960832
T301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8938927601074437,150.0,-100.0,123.47319002686092,81.5098510210461,81.5098510210461
T302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140998074628075,150.0,-100.0,53.52495186570186,-82.93050762444173,-82.93050762444173
T303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4428291247982153,150.0,-100.0,10.707281199553826,-51.14810130614386,-51.14810130614386
T304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5133282011134941,150.0,-100.0,28.332050278373515,151.7041734129613,151.7041734129613
T305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5168560409552165,150.0,-100.0,29.214010238804136,-123.09919693175925,-123.09919693175925
T306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6664788932756677,150.0,-100.0,66.61972331891693,211.3834496236646,211.3834496236646
T307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6788917086850125,150.0,-100.0,69.7229271712531,-136.28923056073617,-136.28923056073617
T308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6811484079389549,150.0,-100.0,70.28710198473874,-83.83732022660892,-83.83732022660892
T309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44833822482335983,150.0,-100.0,12.084556205839952,-127.620207792381,-127.620207792381
T310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732455862243609,150.0,-100.0,83.11396556090226,-132.76938294017737,-132.76938294017737
T311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699785651402799,150.0,-100.0,67.49464128506996,-109.49225349084406,-109.49225349084406
T312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44456221605800833,150.0,-100.0,11.14055401450208,-95.99377285653154,-95.99377285653154
T313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4180801902623811,150.0,-100.0,4.52004756559527,142.3765081809728,142.3765081809728
T314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4438213733819193,150.0,-100.0,10.955343345479825,-155.0861611930989,-155.0861611930989
T315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7002971666803086,150.0,-100.0,75.07429167007714,175.3995663456272,175.3995663456272
T316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8960790074116564,150.0,-100.0,124.0197518529141,154.09146792737826,154.09146792737826
T317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8340283450537251,150.0,-100.0,108.50708626343128,145.05551734044286,145.05551734044286
T318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404596415256261,150.0,-100.0,10.114910381406524,176.82549217852016,176.82549217852016
T319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720486038672666,150.0,-100.0,80.12150966816651,-126.95403945373111,-126.95403945373111
T320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8613785952566972,150.0,-100.0,115.3446488141743,219.51037745086566,219.51037745086566
T321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5993315138861566,150.0,-100.0,49.832878471539146,177.8905153175931,177.8905153175931
T322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4129059534747435,150.0,-100.0,3.226488368685871,152.83249624485535,152.83249624485535
T323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5559080665426298,150.0,-100.0,38.977016635657456,176.48463771783653,176.48463771783653
T324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7204131573451031,150.0,-100.0,80.1032893362758,226.53754161718487,226.53754161718487
T325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7903807930342199,150.0,-100.0,97.59519825855499,210.93809258486584,210.93809258486584
T326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42889028049818334,150.0,-100.0,7.22257012454584,-118.4020799062282,-118.4020799062282
T327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6547110640748949,150.0,-100.0,63.677766018723716,-109.07409059464385,-109.07409059464385
T328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5531268103933058,150.0,-100.0,38.281702598326454,-176.61763404705863,-176.61763404705863
T329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6248923244106612,150.0,-100.0,56.223081102665304,196.7159955619637,196.7159955619637
T330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8137689477834371,150.0,-100.0,103.44223694585928,121.17447996366403,121.17447996366403
T331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7801449115610675,150.0,-100.0,95.03622789026686,20.4478853927545,20.4478853927545
T332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40606038732194666,150.0,-100.0,1.5150968304866623,149.2345075413502,149.2345075413502
T333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6271886672799805,150.0,-100.0,56.79716681999511,-82.62125501196735,-82.62125501196735
T334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47502433234699215,150.0,-100.0,18.756083086748042,141.35269700382884,141.35269700382884
T335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6297233842029933,150.0,-100.0,57.43084605074834,-48.64874559572969,-48.64874559572969
T336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934516931276476,150.0,-100.0,98.36292328191192,119.71922301315679,119.71922301315679
T337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4192131744811625,150.0,-100.0,4.803293620290624,-45.21970859359192,-45.21970859359192
T338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7296769611028914,150.0,-100.0,82.41924027572284,-60.94776131803606,-60.94776131803606
T339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47508450040852085,150.0,-100.0,18.77112510213022,-53.15466409819442,-53.15466409819442
T340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42083645030119216,150.0,-100.0,5.209112575298029,131.73392243439457,131.73392243439457
T341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8782506991497401,150.0,-100.0,119.56267478743503,159.23401529324542,159.23401529324542
T342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5748516148729248,150.0,-100.0,43.712903718231196,-131.4073294804582,-131.4073294804582
T343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730151359850669,150.0,-100.0,82.53783996266726,-83.90041742418141,-83.90041742418141
T344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4410858337382137,150.0,-100.0,10.271458434553423,-70.11856942582551,-70.11856942582551
T345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5028436310977775,150.0,-100.0,25.710907774444372,112.16024557152696,112.16024557152696
T346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219521267705653,150.0,-100.0,80.48803169264133,117.82408848099286,117.82408848099286
T347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6912113291036233,150.0,-100.0,72.80283227590581,-72.16479615756289,-72.16479615756289
T348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46404787318310003,150.0,-100.0,16.011968295775013,97.75954029894832,97.75954029894832
T349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8715379188723538,150.0,-100.0,117.88447971808844,51.682170531199915,51.682170531199915
T350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8434624501046348,150.0,-100.0,110.86561252615871,193.02367441798725,193.02367441798725
T351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8594632668197772,150.0,-100.0,114.86581670494431,120.84612807155308,120.84612807155308
T352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8209992764450308,150.0,-100.0,105.24981911125771,183.14406343337063,183.14406343337063
T353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8923348697622542,150.0,-100.0,123.08371744056355,-64.79578427544025,-64.79578427544025
T354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465864386727281,150.0,-100.0,16.466096681820233,-115.8585004524927,-115.8585004524927
T355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7664007723831253,150.0,-100.0,91.60019309578132,179.31820093775465,179.31820093775465
T356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5487742256594104,150.0,-100.0,37.19355641485259,-77.39975136686402,-77.39975136686402
T357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4800358174772865,150.0,-100.0,20.008954369321636,169.05791924413887,169.05791924413887
T358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7632308575565024,150.0,-100.0,90.80771438912561,-106.27069771858076,-106.27069771858076
T359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6775424746511431,150.0,-100.0,69.38561866278579,-125.515613626279,-125.515613626279
T360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5776922843428698,150.0,-100.0,44.423071085717446,-104.02051500018753,-104.02051500018753
T361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.772866891365616,150.0,-100.0,93.216722841404,150.73440973645987,150.73440973645987
T362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634658081690396,150.0,-100.0,40.8664520422599,186.11906789138857,186.11906789138857
T363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6243053154772713,150.0,-100.0,56.07632886931782,-111.184994562753,-111.184994562753
T364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5957628490889146,150.0,-100.0,48.940712272228666,73.71718427149526,73.71718427149526
T365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6941011334741953,150.0,-100.0,73.52528336854883,213.1292051713591,213.1292051713591
T366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899918937140657,150.0,-100.0,72.49797342851642,253.0751788318199,253.0751788318199
T367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5349103600641072,150.0,-100.0,33.7275900160268,-63.74901308220573,-63.74901308220573
T368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4292754646219896,150.0,-100.0,7.318866155497403,184.81937237283577,184.81937237283577
T369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6200994989777453,150.0,-100.0,55.02487474443633,197.76526042852555,197.76526042852555
T370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44430021483980864,150.0,-100.0,11.075053709952158,225.67248716210656,225.67248716210656
T371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212825997675958,150.0,-100.0,80.32064994189895,181.54058422773886,181.54058422773886
T372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591680954616937,150.0,-100.0,14.792023865423424,131.38966119644735,131.38966119644735
T373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4922381265668197,150.0,-100.0,23.059531641704915,204.4374309852093,204.4374309852093
T374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41209588194567764,150.0,-100.0,3.0239704864194152,-95.77341259266389,-95.77341259266389
T375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5296483794328869,150.0,-100.0,32.41209485822173,61.578031721857414,61.578031721857414
T376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4930507089231387,150.0,-100.0,23.26267723078466,-135.09750507130863,-135.09750507130863
